secs,km,power,hr,cad,alt
232,1.2476,241,148,,1174.4
233,1.2524,245,148,,1174.4
234,1.25716,248,148,,1174.6
235,1.26182,248,148,,1174.6
236,1.26646,242,148,,1174.8
237,1.27113,243,148,,1175
238,1.27576,258,149,,1175.4
239,1.28033,273,149,,1175.6
240,1.2849,274,149,,1175.6
241,1.28939,275,149,,1176
242,1.29389,277,149,,1176.2
243,1.29836,275,149,,1176.6
244,1.30281,269,149,,1176.6
245,1.30725,269,149,,1176.8
246,1.3117,253,149,,1176.8
247,1.31617,253,149,,1177.2
248,1.3207,241,150,,1177.4
249,1.3253,241,149,,1177.6
250,1.32996,239,149,,1178
251,1.33456,241,149,,1178.2
252,1.33911,238,149,,1178.6
253,1.34365,235,150,,1179
254,1.34829,230,150,,1179.4
255,1.35302,233,150,,1179.8
256,1.35782,225,150,,1180
257,1.36265,223,151,,1180.2
258,1.36757,241,151,,1180.2
259,1.37254,241,151,,1180.4
260,1.37751,260,151,,1180.6
261,1.38246,252,151,,1180.8
262,1.38744,263,152,,1181
263,1.39239,252,152,,1181.4
264,1.39731,239,152,,1181.6
265,1.40223,230,152,,1181.8
266,1.40719,230,152,,1182.2
267,1.41225,252,152,,1182.6
268,1.41729,257,152,,1182.6
269,1.42228,251,152,,1183
270,1.42721,255,152,,1183.2
271,1.43212,260,152,,1183.4
272,1.437,255,152,,1183.8
273,1.44186,254,152,,1184
274,1.44669,260,152,,1184.2
275,1.45151,256,152,,1184.4
276,1.45633,252,153,,1184.8
277,1.46111,250,153,,1185.2
278,1.46589,263,153,,1185.4
279,1.47068,257,152,,1185.6
280,1.47549,258,153,,1186
281,1.48032,263,152,,1186.2
282,1.48511,269,153,,1186.4
283,1.48988,264,152,,1186.6
284,1.49472,261,153,,1187
285,1.4996,258,152,,1187.2
286,1.50442,266,152,,1187.4
287,1.50919,270,153,,1187.6
288,1.51389,272,153,,1187.8
289,1.51852,271,153,,1188
290,1.52317,263,153,,1188.2
291,1.52784,263,152,,1188
292,1.53253,259,153,,1188.4
293,1.5373,249,153,,1188.8
294,1.54209,244,152,,1189.2
295,1.54694,250,152,,1189.6
296,1.55182,248,152,,1189.8
297,1.55676,255,152,,1190.2
298,1.56183,248,153,,1190.4
299,1.56692,239,152,,1190.8
300,1.57216,241,152,,1190.8
301,1.57746,227,152,,1191
302,1.58282,218,152,,1191
303,1.58829,221,151,,1191.4
304,1.59388,214,151,,1191.6
305,1.5995,206,151,,1191.8
306,1.60519,223,151,,1191.8
307,1.61097,210,150,,1192
308,1.61686,198,150,,1192.2
309,1.62288,186,150,,1192.4
310,1.62896,184,150,,1192.8
311,1.63503,177,150,,1193
312,1.64127,185,151,,1193.2
313,1.64751,192,151,,1193.4
314,1.6539,191,151,,1193.4
315,1.66036,185,150,,1193.6
316,1.66685,177,150,,1193.6
317,1.67334,180,150,,1193.6
318,1.67989,186,150,,1193.6
319,1.6865,188,150,,1193.8
320,1.69314,178,149,,1193.8
321,1.69986,171,149,,1193.8
322,1.70663,173,149,,1193.8
323,1.71343,176,149,,1194
324,1.72021,170,148,,1194
325,1.72696,178,148,,1194
326,1.73369,169,148,,1194
327,1.74049,175,148,,1194
328,1.74733,169,148,,1194
329,1.75417,176,147,,1194.2
330,1.76099,179,147,,1194.2
331,1.7678,171,147,,1194.2
332,1.77461,174,146,,1194.2
333,1.78136,176,146,,1194.2
334,1.78804,172,146,,1194.4
335,1.79465,173,145,,1194.4
336,1.80114,177,145,,1194.6
337,1.80759,188,145,,1194.6
338,1.81401,200,144,,1194.8
339,1.82042,207,144,,1194.8
340,1.82687,216,144,,1195
341,1.8334,226,144,,1195
342,1.83997,222,144,,1195
343,1.84651,209,143,,1195.2
344,1.85301,217,143,,1195.2
345,1.85951,225,143,,1195.4
346,1.86594,228,143,,1195.6
347,1.87241,227,143,,1195.6
348,1.87886,228,143,,1195.8
349,1.88518,228,143,,1196
350,1.89146,229,143,,1196.2
351,1.89773,228,144,,1196.4
352,1.90401,232,144,,1196.6
353,1.9103,222,144,,1196.8
354,1.91662,228,144,,1197
355,1.92291,227,144,,1197
356,1.92917,227,144,,1197
357,1.93545,229,144,,1197.2
358,1.94173,236,144,,1197.4
359,1.94804,232,144,,1197.6
360,1.95437,224,145,,1197.8
361,1.9607,218,144,,1197.8
362,1.967,224,144,,1197.8
363,1.97332,219,144,,1198
364,1.97963,220,144,,1198.4
365,1.98603,224,144,,1198.8
366,1.99249,239,144,,1199.2
367,1.999,230,144,,1199.4
368,2.00557,230,144,,1199.8
369,2.01208,227,145,,1200.2
370,2.0185,214,144,,1200.6
371,2.02496,224,144,,1200.6
372,2.03142,223,145,,1200.8
373,2.03794,223,144,,1200.8
374,2.04451,217,145,,1200.8
375,2.0511,208,144,,1201
376,2.05771,195,144,,1201
377,2.0643,204,144,,1201
378,2.07091,209,144,,1201.2
379,2.07749,209,144,,1201.4
380,2.08405,209,143,,1201.8
381,2.09065,213,143,,1202
382,2.09728,210,143,,1201.8
383,2.10389,205,143,,1202
384,2.1105,199,143,,1202.4
385,2.11718,223,142,,1202.4
386,2.12386,226,142,,1202.6
387,2.13054,214,142,,1202.6
388,2.13715,251,141,,1202.8
389,2.14373,230,141,,1202.8
390,2.1503,220,141,,1203
391,2.15689,208,141,,1203
392,2.16343,213,141,,1203.2
393,2.16995,214,142,,1203.2
394,2.17647,218,142,,1203.4
395,2.18309,228,143,,1203.6
396,2.18975,213,143,,1203.8
397,2.19641,216,144,,1204
398,2.20309,213,144,,1204.4
399,2.20985,208,145,,1204.6
400,2.21661,199,145,,1204.8
401,2.22331,199,145,,1205
402,2.22999,208,145,,1205.2
403,2.23671,205,145,,1205.4
404,2.24347,207,145,,1205.6
405,2.25025,204,144,,1205.8
406,2.25702,195,144,,1206
407,2.26383,199,144,,1206.2
408,2.27067,204,144,,1206.4
409,2.27755,196,145,,1206.4
410,2.28437,191,145,,1206.6
411,2.29118,200,145,,1206.8
412,2.29797,191,145,,1206.8
413,2.3047,192,145,,1207
414,2.3114,195,145,,1207.2
415,2.31814,198,145,,1207.4
416,2.32484,207,145,,1207.4
417,2.33152,214,144,,1207.6
418,2.33817,210,144,,1207.8
419,2.34485,202,144,,1208
420,2.35153,202,144,,1208.2
421,2.35824,208,144,,1208.2
422,2.36498,205,144,,1208.4
423,2.3717,210,144,,1208.4
424,2.37847,201,144,,1208.6
425,2.38528,194,143,,1208.8
426,2.39217,192,143,,1209
427,2.39909,198,143,,1209.2
428,2.40598,208,143,,1209.4
429,2.41283,213,143,,1209.6
430,2.41962,201,143,,1209.8
431,2.4264,206,143,,1210
432,2.43314,220,143,,1210.2
433,2.43994,221,143,,1210.6
434,2.44669,216,142,,1210.8
435,2.45342,211,142,,1211
436,2.46016,217,142,,1211.6
437,2.46687,212,142,,1211.8
438,2.47354,209,143,,1211.8
439,2.48024,208,143,,1212
440,2.48695,204,143,,1212
441,2.49367,199,142,,1212
442,2.50038,197,143,,1212.2
443,2.50714,203,143,,1212.6
444,2.51391,197,143,,1212.8
445,2.52065,209,143,,1213.2
446,2.52736,214,143,,1213.6
447,2.53408,209,143,,1213.8
448,2.54082,210,143,,1214
449,2.54755,210,143,,1214.2
450,2.55432,213,144,,1214.4
451,2.56105,214,144,,1214.6
452,2.56774,217,144,,1214.6
453,2.57443,220,144,,1214.8
454,2.58112,228,144,,1215.2
455,2.58777,233,145,,1215.4
456,2.59441,223,145,,1215.4
457,2.60101,228,145,,1215.6
458,2.60759,235,146,,1215.8
459,2.61418,240,146,,1216
460,2.62071,230,146,,1216
461,2.62719,235,147,,1216.2
462,2.63362,222,147,,1216.4
463,2.64004,224,147,,1216.6
464,2.64647,230,147,,1216.8
465,2.65296,229,147,,1217
466,2.65944,236,147,,1217
467,2.66591,241,148,,1217.2
468,2.67233,245,148,,1217.4
469,2.67878,244,148,,1217.8
470,2.68523,235,148,,1218
471,2.6917,239,149,,1218.2
472,2.69823,230,148,,1218.6
473,2.70478,228,148,,1219
474,2.71142,224,148,,1219.2
475,2.71803,219,148,,1219.4
476,2.72463,227,148,,1219.8
477,2.73124,228,148,,1220
478,2.7378,234,148,,1220
479,2.74433,230,148,,1220
480,2.75082,232,148,,1220.2
481,2.75731,236,148,,1220.4
482,2.7638,244,148,,1220.6
483,2.77026,235,149,,1221
484,2.77674,225,149,,1221.2
485,2.78328,249,149,,1221.4
486,2.78984,234,149,,1221.8
487,2.7964,211,149,,1222.2
488,2.80292,217,149,,1222.4
489,2.80945,219,149,,1222.8
490,2.81597,221,149,,1223
491,2.82246,214,149,,1223
492,2.8289,221,149,,1223.6
493,2.83533,222,149,,1224
494,2.84173,225,149,,1224
495,2.84812,230,149,,1224.2
496,2.8545,232,149,,1224.4
497,2.86087,238,149,,1224.6
498,2.86727,237,149,,1224.8
499,2.87372,238,150,,1225
500,2.8802,232,150,,1225.2
501,2.88673,239,150,,1225.4
502,2.89323,240,150,,1225.6
503,2.89974,234,150,,1225.8
504,2.90623,237,150,,1226
505,2.91263,236,151,,1226.4
506,2.91907,237,151,,1226.6
507,2.92554,244,151,,1226.8
508,2.93206,238,151,,1226.8
509,2.93863,232,151,,1227.2
510,2.94518,228,151,,1227.4
511,2.95172,233,151,,1227.6
512,2.95824,242,151,,1228
513,2.96473,252,152,,1228.2
514,2.97116,250,152,,1228.4
515,2.97755,244,152,,1228.8
516,2.98391,231,152,,1229
517,2.99027,235,152,,1229.2
518,2.99667,239,152,,1229.6
519,3.00306,240,152,,1229.8
520,3.00941,244,152,,1230
521,3.01572,258,152,,1230.2
522,3.02202,272,153,,1230.6
523,3.02828,288,152,,1230.8
524,3.03447,292,152,,1231
525,3.04071,304,152,,1231.4
526,3.04697,306,152,,1231.6
527,3.0533,295,152,,1232
528,3.05972,286,152,,1232.2
529,3.06623,265,152,,1232.6
530,3.07302,252,151,,1233
531,3.0799,247,151,,1233.2
532,3.08684,244,151,,1233.6
533,3.09397,241,150,,1234
534,3.10125,231,150,,1234.2
535,3.10862,225,150,,1234.6
536,3.11612,216,150,,1235
537,3.12377,205,150,,1235
538,3.13155,203,150,,1235.2
539,3.13949,197,150,,1235.4
540,3.14754,204,150,,1235.4
541,3.15566,203,150,,1235.6
542,3.16391,206,150,,1235.6
543,3.17227,204,151,,1235.6
544,3.18073,199,151,,1235.6
545,3.18927,200,151,,1235.8
546,3.19802,199,151,,1235.8
547,3.20701,214,151,,1235.8
548,3.21607,213,150,,1235.8
549,3.22523,211,150,,1235.6
550,3.23449,194,150,,1235.6
551,3.24384,192,150,,1235.4
552,3.2532,200,150,,1235.4
553,3.26258,189,149,,1235.4
554,3.27195,179,149,,1235.4
555,3.28139,203,149,,1235.4
556,3.29083,189,148,,1235.2
557,3.30037,180,148,,1235
558,3.30998,184,148,,1235
559,3.31963,174,148,,1235
560,3.32935,164,147,,1235
561,3.33908,173,147,,1234.8
562,3.3488,172,148,,1234.8
563,3.35847,175,148,,1234.8
564,3.36811,173,148,,1234.8
565,3.37768,177,148,,1234.8
566,3.3873,173,148,,1234.8
567,3.39707,175,147,,1234.8
568,3.40687,168,147,,1234.8
569,3.41673,171,147,,1234.8
570,3.42657,173,147,,1234.8
571,3.4365,162,148,,1234.6
572,3.4465,152,147,,1234.4
573,3.45662,178,147,,1234.4
574,3.46684,173,147,,1234.4
575,3.47707,142,146,,1234.2
576,3.48736,138,146,,1234.2
577,3.49773,141,146,,1234.2
578,3.50816,145,145,,1234.2
579,3.51867,140,145,,1234
580,3.52918,146,144,,1233.8
581,3.53986,141,143,,1233.8
582,3.55048,146,143,,1233.6
583,3.56109,163,142,,1233.6
584,3.57169,167,142,,1233.2
585,3.58233,179,141,,1233
586,3.59289,188,141,,1232.8
587,3.60354,173,140,,1232.6
588,3.61419,159,140,,1232.4
589,3.62493,168,140,,1232.4
590,3.63585,152,139,,1232
591,3.64691,170,139,,1231.8
592,3.65815,162,140,,1231.6
593,3.66952,156,140,,1231.4
594,3.68089,157,140,,1231.4
595,3.69235,156,140,,1231
596,3.70388,147,139,,1230.8
597,3.71544,133,139,,1230.6
598,3.72701,120,138,,1230.6
599,3.73865,127,136,,1230.4
600,3.7503,113,135,,1230.2
601,3.76188,120,133,,1229.8
602,3.77343,126,133,,1229.2
603,3.78493,144,132,,1229
604,3.79643,147,133,,1228.2
605,3.80791,149,133,,1228
606,3.81943,149,134,,1227.8
607,3.83097,150,134,,1227.4
608,3.84255,151,134,,1227
609,3.85417,142,134,,1226.8
610,3.86576,143,133,,1226.4
611,3.87743,134,133,,1226.2
612,3.88925,121,132,,1226
613,3.90117,104,131,,1225.8
614,3.91321,111,131,,1225.6
615,3.92529,101,130,,1225.2
616,3.93743,123,128,,1225
617,3.94961,148,128,,1224.8
618,3.96183,159,128,,1224.6
619,3.97412,172,127,,1224.4
620,3.98644,168,127,,1224.2
621,3.99878,179,127,,1224.2
622,4.0111,238,126,,1224
623,4.02347,204,126,,1223.6
624,4.03586,202,126,,1223.2
625,4.04822,195,126,,1222.6
626,4.0606,201,126,,1222.4
627,4.0729,184,127,,1222.2
628,4.08503,199,127,,1221.8
629,4.09722,198,127,,1221.6
630,4.10939,201,126,,1221.4
631,4.12155,201,126,,1221
632,4.13372,192,126,,1220.8
633,4.14589,185,126,,1220.8
634,4.15806,190,126,,1220.6
635,4.17019,199,127,,1220.4
636,4.18227,195,127,,1220.4
637,4.19429,189,128,,1220.2
638,4.20626,200,128,,1220
639,4.21822,211,129,,1220
640,4.2302,221,129,,1219.8
641,4.24219,206,130,,1219.6
642,4.25426,215,130,,1219.4
643,4.26639,213,130,,1219.2
644,4.27858,201,130,,1219.2
645,4.29088,197,130,,1219
646,4.30327,206,131,,1219
647,4.31572,223,131,,1219
648,4.32823,213,131,,1219
649,4.34078,188,132,,1219
650,4.35341,189,132,,1219
651,4.36609,176,133,,1219
652,4.3788,177,133,,1218.8
653,4.39155,168,133,,1218.8
654,4.40426,182,134,,1218.8
655,4.41691,187,134,,1218.8
656,4.42949,198,134,,1218.8
657,4.442,207,134,,1218.6
658,4.45452,209,134,,1218.4
659,4.46702,211,134,,1218.2
660,4.47951,219,134,,1217.6
661,4.49193,210,134,,1217.2
662,4.50435,213,135,,1216.8
663,4.51675,211,135,,1216.6
664,4.5292,212,135,,1216.4
665,4.54163,211,136,,1216.2
666,4.55403,194,136,,1216
667,4.56639,193,136,,1216
668,4.57871,211,136,,1215.8
669,4.59097,215,136,,1215.8
670,4.60314,210,136,,1215.6
671,4.61527,223,137,,1215.4
672,4.62739,214,137,,1215.2
673,4.63954,193,137,,1215
674,4.65167,193,137,,1214.6
675,4.66384,190,138,,1214.2
676,4.67596,178,138,,1214.2
677,4.68799,178,139,,1214
678,4.69994,176,139,,1213.8
679,4.71189,172,139,,1213.8
680,4.7238,177,140,,1213.6
681,4.73573,189,140,,1213.4
682,4.7477,196,140,,1213.4
683,4.75965,194,140,,1213.2
684,4.7716,190,140,,1213
685,4.78356,176,139,,1213
686,4.79542,174,139,,1213
687,4.80724,181,139,,1212.8
688,4.81909,205,139,,1212.8
689,4.83082,194,139,,1212.4
690,4.84249,202,139,,1212
691,4.85423,205,139,,1211.8
692,4.86581,216,139,,1211.8
693,4.87726,217,139,,1211.6
694,4.8886,221,139,,1211.6
695,4.89995,231,140,,1211.4
696,4.91139,235,140,,1211.2
697,4.92285,228,140,,1211.2
698,4.93432,237,141,,1210.8
699,4.94587,230,141,,1210.6
700,4.95749,232,141,,1210.6
701,4.96912,212,142,,1210.6
702,4.98071,212,143,,1210.6
703,4.99232,204,143,,1210.6
704,5.00398,204,143,,1210.2
705,5.01559,207,143,,1210.4
706,5.02723,218,143,,1210.4
707,5.03885,206,144,,1210.4
708,5.05048,200,144,,1210.2
709,5.06209,195,144,,1210.2
710,5.07367,201,144,,1210
711,5.08528,202,144,,1210
712,5.09682,208,144,,1210
713,5.10834,229,145,,1210
714,5.11985,248,145,,1209.8
715,5.13138,229,145,,1209.8
716,5.14289,200,145,,1209.8
717,5.15449,196,145,,1209.6
718,5.16615,182,145,,1209.2
719,5.17785,181,146,,1209
720,5.1896,177,146,,1209
721,5.20135,183,145,,1209
722,5.21315,183,145,,1208.8
723,5.22498,180,145,,1208.8
724,5.23678,179,145,,1208.8
725,5.24855,183,145,,1208.6
726,5.26032,171,145,,1208.6
727,5.2721,162,145,,1208.6
728,5.28403,171,144,,1208.6
729,5.29603,169,144,,1208.4
730,5.30812,158,144,,1208.4
731,5.3203,139,143,,1208.2
732,5.33252,138,143,,1208.2
733,5.34478,146,142,,1208
734,5.35704,164,142,,1208
735,5.36929,151,142,,1207.8
736,5.3815,156,141,,1207.8
737,5.39373,156,141,,1207.4
738,5.40594,155,141,,1207.2
739,5.41817,171,140,,1207
740,5.4304,188,140,,1206.8
741,5.44264,194,140,,1206.6
742,5.45493,177,140,,1206.2
743,5.4672,170,140,,1205.8
744,5.47949,164,139,,1205.6
745,5.4918,157,139,,1205.4
746,5.50416,160,139,,1204.8
747,5.51659,171,139,,1204.6
748,5.52909,179,138,,1204.4
749,5.54164,165,138,,1204.2
750,5.55421,162,138,,1203.8
751,5.56682,158,138,,1203.4
752,5.57944,158,137,,1203.2
753,5.59212,158,137,,1203
754,5.60494,161,137,,1202.8
755,5.61784,144,137,,1202.6
756,5.63076,158,136,,1202.2
757,5.64366,162,136,,1201.8
758,5.65653,172,136,,1201.6
759,5.66943,184,135,,1201.4
760,5.68228,182,135,,1201.2
761,5.69507,191,136,,1201
762,5.70783,188,135,,1200.8
763,5.72053,194,135,,1200.4
764,5.73315,210,135,,1200.2
765,5.74572,198,135,,1199.8
766,5.7582,202,136,,1199.6
767,5.77052,208,136,,1199.2
768,5.78268,213,136,,1198.8
769,5.79467,202,136,,1198.6
770,5.80651,210,136,,1198.4
771,5.81825,218,136,,1198.2
772,5.82992,221,136,,1197.8
773,5.8415,225,136,,1197.6
774,5.85302,228,136,,1197.6
775,5.86451,230,137,,1197.4
776,5.87605,228,137,,1197.4
777,5.88765,221,137,,1197.4
778,5.89932,217,138,,1197.4
779,5.911,207,138,,1197.4
780,5.92261,202,139,,1197.2
781,5.93423,200,139,,1197.2
782,5.94584,189,139,,1197.2
783,5.95741,188,139,,1197.2
784,5.96894,175,139,,1197.2
785,5.98043,185,139,,1197.2
786,5.9919,186,139,,1197
787,6.00335,186,139,,1197
788,6.01482,188,139,,1197
789,6.02631,185,139,,1196.8
790,6.03779,179,139,,1196.8
791,6.04926,172,140,,1196.8
792,6.06075,169,140,,1196.6
793,6.07232,176,140,,1196.4
794,6.08394,167,140,,1196.4
795,6.09563,160,140,,1196.2
796,6.10746,154,139,,1196.2
797,6.11937,145,139,,1196.2
798,6.13147,148,139,,1196
799,6.14373,0,139,,1196
800,6.15613,0,138,,1195.8
801,6.16852,0,137,,1195.4
802,6.18091,0,136,,1195
803,6.19337,0,134,,1194.6
804,6.20589,110,133,,1194.2
805,6.21857,93,132,,1193.8
806,6.23141,0,130,,1193.6
807,6.24442,0,129,,1193.4
808,6.25749,0,127,,1192.8
809,6.27065,0,126,,1192.4
810,6.28396,0,124,,1191.8
811,6.29744,0,122,,1191.6
812,6.31107,0,121,,1191.2
813,6.32485,0,118,,1190.6
814,6.33885,0,115,,1189.8
815,6.35301,0,113,,1189.2
816,6.36736,0,110,,1188.6
817,6.38202,0,109,,1187.8
818,6.39705,0,108,,1187
819,6.41248,0,107,,1186.4
820,6.42826,0,106,,1185.6
821,6.44436,0,105,,1184.8
822,6.46085,0,103,,1183.8
823,6.47778,0,102,,1182.8
824,6.4951,0,99,,1181.6
825,6.51279,0,98,,1179.8
826,6.53083,0,98,,1178.2
827,6.54921,0,96,,1176.6
828,6.56798,0,94,,1175
829,6.58709,0,94,,1173.4
830,6.60649,0,92,,1170.8
831,6.62616,0,92,,1168.8
832,6.64609,0,91,,1167
833,6.66625,0,90,,1165.6
834,6.6866,0,89,,1164
835,6.70719,0,89,,1162.2
836,6.72802,0,87,,1160.4
837,6.74914,0,86,,1158.2
838,6.77037,0,86,,1156.2
839,6.79177,0,86,,1154.2
840,6.81322,0,87,,1152.4
841,6.83479,0,87,,1150.4
842,6.8565,0,88,,1148.4
